3.287177, 9.181122, 9.84252
-16.03697, 9.181122, 9.84252
-16.03697, 9.181122, 9.84252
-16.03697, -10.50392, 9.84252
-16.03697, -10.50392, 9.84252
-4.718072, -10.50392, 9.84252
-4.718072, -10.50392, 9.84252
-4.718072, 0.126004, 9.84252
-4.718072, 0.126004, 9.84252
-4.718072, 4.653563, 9.84252
-4.718072, 4.653563, 9.84252
-2.12949, 4.653563, 9.84252
-2.12949, 4.653563, 9.84252
-2.12949, 4.259862, 9.84252
-2.12949, 4.259862, 9.84252
-4.324372, 4.259862, 9.84252
-4.324372, 4.259862, 9.84252
-4.324372, 0.3228544, 9.84252
-4.324372, 0.3228544, 9.84252
-0.6170226, 0.3228544, 9.84252
-0.6170226, 0.3228544, 9.84252
3.287177, 0.3228544, 9.84252
3.287177, 0.3228544, 9.84252
3.287177, 4.259862, 9.84252
3.287177, 4.259862, 9.84252
1.15135, 4.259862, 9.84252
1.15135, 4.259862, 9.84252
1.15135, 4.653563, 9.84252
1.15135, 4.653563, 9.84252
3.287177, 4.653563, 9.84252
3.287177, 4.653563, 9.84252
3.287177, 9.181122, 9.84252
